experiment_id,test_accuracy,f1_score_macro,f1_score_weighted,precision_macro,precision_weighted,recall_macro,recall_weighted,training_time_seconds,phase1_duration,phase2_duration,peak_memory_mb,total_parameters,trainable_parameters,avg_inference_time_seconds,samples_per_second,test_samples,imbalance_ratio,best_val_acc_phase1,best_val_acc_phase2
efficientnet_pytorch_emotion_20250925_221316,0.6657929226736566,0.5995266558595003,0.6676704513613824,0.6059409278505647,0.6760558016562137,0.5992781458409459,0.6657929226736566,717.3323018550873,201.94935035705566,515.3829514980316,7252.6171875,5847683,5847683,0.012757112582524618,2492.073849862908,1526,13.162162162162161,55.904761904761905,76.71428571428571
