experiment_id,test_accuracy,f1_score_macro,f1_score_weighted,precision_macro,precision_weighted,recall_macro,recall_weighted,training_time_seconds,phase1_duration,phase2_duration,peak_memory_mb,total_parameters,trainable_parameters,avg_inference_time_seconds,samples_per_second,test_samples,imbalance_ratio,best_val_acc_phase1,best_val_acc_phase2
efficientnet_pytorch_emotion_20250917_203414,0.6710353866317169,0.5950251952411926,0.6725512969738494,0.5989107796146795,0.6800664460704703,0.5967323852602984,0.6710353866317169,746.4227907657623,213.29225373268127,533.130537033081,4064.34375,5847683,5847683,0.006147454182306926,5171.517464606196,1526,13.162162162162161,55.857142857142854,76.04761904761905
