experiment_id,model_architecture,timestamp,device,img_size,batch_size,epochs_trained,best_val_accuracy,test_accuracy,f1_score_macro,precision_macro,recall_macro,training_time_seconds,peak_memory_mb,train_samples,val_samples,test_samples,total_parameters,trainable_parameters,raiva_f1,nojo_f1,medo_f1,felicidade_f1,neutro_f1,tristeza_f1,surpresa_f1
resnet50_pytorch_emotion_20250916_190616,ResNet50_PyTorch_Improved,2025-09-16T19:22:14.878737,cuda,224,16,50,0.819047619047619,0.7149410222804718,0.6614834292995668,0.670492813002778,0.6623412458667943,951.1112642288208,10893.296875,4900,2100,1526,26267719,17724423,0.7243243243243244,0.4296875,0.5454545454545454,0.8612836438923396,0.6622516556291391,0.6549707602339181,0.752411575562701
