experiment_id,model_architecture,timestamp,device,img_size,batch_size,epochs_trained,best_val_accuracy,test_accuracy,f1_score_macro,precision_macro,recall_macro,training_time_seconds,peak_memory_mb,train_samples,val_samples,test_samples,total_parameters,trainable_parameters,raiva_f1,nojo_f1,medo_f1,felicidade_f1,neutro_f1,tristeza_f1,surpresa_f1
resnet50_pytorch_emotion_20250916_183433,ResNet50_PyTorch_Improved,2025-09-16T18:48:49.018139,cuda,224,16,50,0.7192691029900332,0.7018348623853211,0.6428777020011085,0.6523400115826142,0.6502767388265832,842.6512286663055,9600.30078125,4211,1806,1526,26267719,17724423,0.5961538461538461,0.4482758620689655,0.5671641791044776,0.8546448087431694,0.6942752740560292,0.6389496717724289,0.7006802721088435
