experiment_id,model_architecture,timestamp,device,img_size,batch_size,epochs_trained,best_val_accuracy,test_accuracy,f1_score_macro,precision_macro,recall_macro,training_time_seconds,peak_memory_mb,train_samples,val_samples,test_samples,total_parameters,trainable_parameters,raiva_f1,nojo_f1,medo_f1,felicidade_f1,neutro_f1,tristeza_f1,surpresa_f1
resnet50_pytorch_emotion_20250916_193523,ResNet50_PyTorch_Improved,2025-09-16T19:47:38.353073,cuda,224,32,44,0.8161904761904762,0.7155963302752294,0.6681688223538801,0.6901170356852376,0.6639105241910931,727.1432702541351,10806.203125,4900,2100,1526,26267719,17724423,0.7222222222222222,0.45188284518828453,0.6,0.8451327433628318,0.6925972396486826,0.6765249537892791,0.6888217522658611
